row,priority,slug,intent_type,category,country,why,assigned_to,reviewer,status,updated,
82,1,galaxy-s25-vs-iphone-17-us,vs,galaxy s25 vs iphone 17,US,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Buzz,Hue,live,2026-08-28T11:39Z,['']
83,1,ipad-air-price-malaysia,price,ipad air,MY,SG/MY price pages get ChatGPT-User traffic (iphone-16-price-singapore: 257),Surf,Fetch,blocked:country-support,,['']
84,1,ipad-air-price-singapore,price,ipad air,SG,SG/MY price pages get ChatGPT-User traffic (iphone-16-price-singapore: 257),Venture,Hue,live,2026-08-25T21:15Z,['']
85,1,ipad-air-vs-ipad-pro-singapore,vs,ipad air vs ipad pro,SG,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Sol,Fetch,live,2026-08-25T18:38Z,['']
86,1,ipad-air-vs-ipad-pro-us,vs,ipad air vs ipad pro,US,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Wave,Hue,live,2026-08-26T20:30Z,"[''] | 2026-08-26T17:12Z FAIL (Hue): gate FAIL: FAIL https://buywhere.ai/ipad-air-vs-ipad-pro-us;    - FAIL http: HTTP Error 404: Not Found; API priced=12/12 in 1447ms; sample=Flip Folio 磁吸式 iPad 鍵盤保護支架 (適用於 iPad Air 11"" M2-M4, Air 5代及 iPad Pro 11"" M4&M5)  | iPad Pro Series - Liquid Air Folio | iPad Air Series - Tough Armor Pro | iPad Air Series - Ultra Hybrid Pro | iPad Air Series - Ultra Hybrid Pro | 2026-08-26T19:25Z Wave re-gate: spec PASS on origin/intent-pages commit a84fa2cd3; live gate still HTTP 404 during deploy freeze, so held for Hue/Reach review. | 2026-08-26T20:30Z (Reach): review→approved."
87,1,iphone-17-price-malaysia,price,iphone 17,MY,SG/MY price pages get ChatGPT-User traffic (iphone-16-price-singapore: 257),Buzz,Fetch,blocked:country-support,,['']
88,1,iphone-17-price-singapore,price,iphone 17,SG,SG/MY price pages get ChatGPT-User traffic (iphone-16-price-singapore: 257),Surf,Hue,live,2026-09-01T12:15Z,['']
89,1,best-mechanical-keyboards-us,best,mechanical keyboards,US,proven intent family (ChatGPT/Perplexity fetches),Reach,Hue,live,2026-09-01T14:12Z,['']
90,1,best-soundbars-us,best,soundbars,US,proven intent family (ChatGPT/Perplexity fetches),Reach,Hue,live,2026-09-01T14:12Z,['']
91,1,best-webcams-us,best,webcams,US,proven intent family (ChatGPT/Perplexity fetches),Reach,Hue,live,2026-09-01T14:12Z,['']
92,1,macbook-air-m4-price-us,price,macbook air m4,US,SG/MY price pages get ChatGPT-User traffic (iphone-16-price-singapore: 257),Reach,Hue,live,2026-09-01T14:12Z,['']
94,1,macbook-air-m4-vs-macbook-air-m3-us,vs,macbook air m4 vs macbook air m3,US,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Venture,Hue,live,2026-08-28T11:39Z,['2026-08-27T02:00Z Venture: UNBLOCKED — searchQuery changed from 'macbook air' to 'apple macbook laptop' (catalog returns 10 priced>\$500 products matching requiredProductTerms); gate PASS 02:00Z.']
95,1,nintendo-switch-2-price-malaysia,price,nintendo switch 2,MY,SG/MY price pages get ChatGPT-User traffic (iphone-16-price-singapore: 257),Buzz,Fetch,blocked:country-support,,['']
96,1,nintendo-switch-2-price-singapore,price,nintendo switch 2,SG,SG/MY price pages get ChatGPT-User traffic (iphone-16-price-singapore: 257),Wave,Hue,live,2026-08-26T20:30Z,"['2026-08-26T15:16Z FAIL (Hue): gate FAIL; inboundLinks not live 200 (/ps5-price-singapore, /cheapest-ps5-singapore, /blog/best-laptop-deals-singapore, /best-oled-tvs-singapore). Replace with >=2 live 200 pages; keep blocked:catalog queries visible if SG console coverage still insufficient.'] | 2026-08-26T17:12Z FAIL (Hue): gate FAIL: FAIL https://buywhere.ai/nintendo-switch-2-price-singapore;    - FAIL http: HTTP Error 404: Not Found; API priced=12/12 in 1695ms; sample=[Nintendo Official Store] Nintendo Switch 2 Pro Controller - for Nintendo Switch | JOY-2 Joypad for Nintendo Switch 2 Joy Con for Switch 2 Joystick PC Dual Vibrati | Nintendo Switch 2 Joy-Con 2 Wheel (set of 2) | Nintendo Switch 2 Joy-Con 2 Wheel (set of 2) | 2026-08-26T19:25Z Wave re-gate: spec PASS on origin/intent-pages commit a775ab1fe; live gate still HTTP 404 during deploy freeze, so held for Hue/Reach review. | 2026-08-26T20:30Z (Reach): review→approved."
97,1,pixel-10-vs-galaxy-s25-singapore,vs,pixel 10 vs galaxy s25,SG,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Surf,Fetch,live,2026-09-01T12:15Z,['2026-08-26T14:30Z Surf: gate PASS; commit 8b4364066 pushed']
98,1,pixel-10-vs-galaxy-s25-us,vs,pixel 10 vs galaxy s25,US,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Surf,Hue,live,2026-09-01T12:15Z,['']
99,1,ps5-price-malaysia,price,ps5,MY,SG/MY price pages get ChatGPT-User traffic (iphone-16-price-singapore: 257),Venture,Fetch,blocked:country-support,,['']
100,1,ps5-price-singapore,price,ps5,SG,SG/MY price pages get ChatGPT-User traffic (iphone-16-price-singapore: 257),Sol,Hue,live,2026-08-25T18:38Z,['']
101,1,ps5-pro-vs-ps5-singapore,vs,ps5 pro vs ps5,SG,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Wave,Fetch,live,2026-09-01T12:15Z,"2026-08-29T15:38Z (Fetch review): catalog verified blocked. API q=playstation 5 pro SG returns 12 items, 4 SGD (3 Pro + 1 Slim), insufficient for VS page (needs >=6 per side). blocked:catalog."
102,1,ps5-pro-vs-ps5-us,vs,ps5 pro vs ps5,US,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Surf,Hue,live,2026-09-01T12:15Z,['2026-08-26T14:30Z Surf: gate PASS; commit d6555f7dc pushed']
103,1,rtx-5070-vs-rtx-5080-singapore,vs,rtx 5070 vs rtx 5080,SG,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Surf,Fetch,live,2026-09-01T12:15Z,"2026-09-01T12:25Z Fetch FAIL (BUY-79257 sign-off of Reach 12:10Z retune): gate PASS but still 0 SGD-priced on-intent. q='gaming laptop RTX' 12 USD Shopify / 0 SGD; backups ASUS ROG Strix 7 USD (5 laptops+2 MB); Gigabyte A16 2 USD; RTX 5070 Ti laptop 3 USD; rtx 5070 laptop 7 USD; rtx 5080 laptop 2 USD. Same SG USD-leak as row 215. Unblock: SGD retailer ingest (Harvey Norman/Challenger/AftershockPC) or do not ship SGD page on USD SKUs. | 2026-09-01T11:25Z Fetch FAIL: 0 SGD. | 2026-09-01T10:10Z Reach retune claimed 12 priced SG (USD-priced, not SGD)."
104,1,rtx-5070-vs-rtx-5080-us,vs,rtx 5070 vs rtx 5080,US,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Venture,Hue,live,2026-08-26T20:30Z,['2026-08-26T19:05Z PASS (Venture): gate PASS after searchQuery fix to 'RTX 5070 graphics card' (12 priced RTX 5070 GPUs USD) + backupQueries include 'GeForce RTX 5080 GPU' (6 priced RTX 5080 GPUs USD). commit 54ddeb7ce on branch intent-pages.'] | 2026-08-26T20:30Z (Reach): review→approved.
105,1,sony-wh-1000xm6-vs-bose-qc-ultra-singapore,vs,sony wh-1000xm6 vs bose qc ultra,SG,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Sol,Fetch,live,2026-08-26,['']
106,1,sony-wh-1000xm6-vs-bose-qc-ultra-us,vs,sony wh-1000xm6 vs bose qc ultra,US,'X vs Y' = #3 ChatGPT page (iphone-16-vs-17: 834 fetches),Wave,Hue,live,2026-08-26T20:30Z,"['queries tried: sony+wh-1000xm6', 'bose+qc+ultra', 'noise+cancelling+headphones', 'headphones — zero results. Catalog gap: US over-ear headphones family missing entirely.', '2026-08-26T08:21Z RECOVERED (Wave): spec gate PASS; apex live HTTP 200; blocked:catalog cleared; moved to review for Fetch/Reach.'] | 2026-08-26T17:12Z FAIL (Hue): gate FAIL: FAIL https://buywhere.ai/sony-wh-1000xm6-vs-bose-qc-ultra-us;    - FAIL http: HTTP Error 404: Not Found; API priced=12/12 in 2384ms; sample=Bose (Certified Renewed) QuietComfort Ultra Headphones Gen 1, Lunar Blue | ALXCD Foam Eartips Compatible with Bose NEW QuietComfort Earbuds, 6 Pairs S/M/L  | Bose Stereo Music Bundle with 2 Lifestyle Ultra Speakers, Aux Cable, Wireless Ho | HITASTAR USB Rechar | 2026-08-26T19:25Z Wave re-gate: spec PASS on origin/intent-pages commit 84496fa60; live gate still HTTP 404 during deploy freeze, so held for Hue/Reach review. | 2026-08-26T20:30Z (Reach): review→approved."
107,2,best-4k-monitors-australia,best,4k monitors,AU,proven intent family (ChatGPT/Perplexity fetches),Buzz,Fetch,blocked:country-support,,['']
108,2,best-4k-monitors-malaysia,best,4k monitors,MY,proven intent family (ChatGPT/Perplexity fetches),Surf,Hue,blocked:country-support,,['']
109,2,best-4k-monitors-uk,best,4k monitors,UK,proven intent family (ChatGPT/Perplexity fetches),Venture,Fetch,blocked:country-support,,['']
110,2,best-air-purifiers-australia,best,air purifiers,AU,proven intent family (ChatGPT/Perplexity fetches),Surf,Hue,blocked:country-support,,['']
111,2,best-air-purifiers-malaysia,best,air purifiers,MY,proven intent family (ChatGPT/Perplexity fetches),Wave,Fetch,blocked:country-support,,['']
112,2,best-air-purifiers-uk,best,air purifiers,UK,proven intent family (ChatGPT/Perplexity fetches),Buzz,Hue,blocked:country-support,,['']
113,2,best-android-tablets-australia,best,android tablets,AU,proven intent family (ChatGPT/Perplexity fetches),Surf,Fetch,blocked:country-support,,['']
114,2,best-android-tablets-malaysia,best,android tablets,MY,proven intent family (ChatGPT/Perplexity fetches),Venture,Hue,blocked:country-support,,['']
115,2,best-android-tablets-uk,best,android tablets,UK,proven intent family (ChatGPT/Perplexity fetches),Venture,Fetch,blocked:country-support,,['']
116,2,best-bread-makers-australia,best,bread makers,AU,proven intent family (ChatGPT/Perplexity fetches),Wave,Hue,blocked:country-support,,['']
117,2,best-bread-makers-malaysia,best,bread makers,MY,proven intent family (ChatGPT/Perplexity fetches),Buzz,Fetch,blocked:country-support,,['']
118,2,best-bread-makers-uk,best,bread makers,UK,proven intent family (ChatGPT/Perplexity fetches),Surf,Hue,blocked:country-support,,['']
119,2,best-budget-laptops-australia,best,budget laptops,AU,proven intent family (ChatGPT/Perplexity fetches),Venture,Fetch,blocked:country-support,,['']
120,2,best-budget-laptops-malaysia,best,budget laptops,MY,proven intent family (ChatGPT/Perplexity fetches),Wave,Hue,blocked:country-support,,['']
121,2,best-budget-laptops-uk,best,budget laptops,UK,proven intent family (ChatGPT/Perplexity fetches),Wave,Fetch,blocked:country-support,,['']
122,2,best-budget-tvs-australia,best,budget tvs,AU,proven intent family (ChatGPT/Perplexity fetches),Buzz,Hue,blocked:country-support,,['']
123,2,best-budget-tvs-malaysia,best,budget tvs,MY,proven intent family (ChatGPT/Perplexity fetches),Surf,Fetch,blocked:country-support,,['']
124,2,best-budget-tvs-uk,best,budget tvs,UK,proven intent family (ChatGPT/Perplexity fetches),Venture,Hue,blocked:country-support,,['']
125,2,best-business-laptops-australia,best,business laptops,AU,proven intent family (ChatGPT/Perplexity fetches),Buzz,Fetch,blocked:country-support,,['']
126,2,best-business-laptops-malaysia,best,business laptops,MY,proven intent family (ChatGPT/Perplexity fetches),Wave,Hue,blocked:country-support,,['']
127,2,best-business-laptops-uk,best,business laptops,UK,proven intent family (ChatGPT/Perplexity fetches),Buzz,Fetch,blocked:country-support,,['']
128,2,best-gaming-laptops-australia,best,gaming laptops,AU,proven intent family (ChatGPT/Perplexity fetches),Surf,Hue,blocked:country-support,,['']
129,2,best-gaming-laptops-malaysia,best,gaming laptops,MY,proven intent family (ChatGPT/Perplexity fetches),Venture,Fetch,blocked:country-support,,['']
130,2,best-gaming-laptops-uk,best,gaming laptops,UK,proven intent family (ChatGPT/Perplexity fetches),Surf,Fetch,blocked:country-support,,['']
131,2,best-gaming-monitors-australia,best,gaming monitors,AU,proven intent family (ChatGPT/Perplexity fetches),Wave,Fetch,blocked:country-support,,['']
132,2,best-gaming-monitors-malaysia,best,gaming monitors,MY,proven intent family (ChatGPT/Perplexity fetches),Buzz,Hue,blocked:country-support,,['']
133,2,best-gaming-monitors-uk,best,gaming monitors,UK,proven intent family (ChatGPT/Perplexity fetches),Surf,Fetch,blocked:country-support,,['']
134,2,best-ipads-australia,best,ipads,AU,proven intent family (ChatGPT/Perplexity fetches),Venture,Hue,blocked:country-support,,['']
135,2,best-ipads-malaysia,best,ipads,MY,proven intent family (ChatGPT/Perplexity fetches),Venture,Fetch,blocked:country-support,,['']
136,2,best-ipads-uk,best,ipads,UK,proven intent family (ChatGPT/Perplexity fetches),Wave,Hue,blocked:country-support,,['']
137,2,best-iphones-australia,best,iphones,AU,proven intent family (ChatGPT/Perplexity fetches),Buzz,Fetch,blocked:country-support,,['']
138,2,best-iphones-malaysia,best,iphones,MY,proven intent family (ChatGPT/Perplexity fetches),Surf,Hue,blocked:country-support,,['']
139,2,best-iphones-uk,best,iphones,UK,proven intent family (ChatGPT/Perplexity fetches),Venture,Fetch,blocked:country-support,,['']
140,2,best-macbooks-australia,best,macbooks,AU,proven intent family (ChatGPT/Perplexity fetches),Wave,Hue,blocked:country-support,,['']
141,2,best-macbooks-malaysia,best,macbooks,MY,proven intent family (ChatGPT/Perplexity fetches),Wave,Fetch,blocked:country-support,,['']
142,2,best-macbooks-uk,best,macbooks,UK,proven intent family (ChatGPT/Perplexity fetches),Buzz,Fetch,blocked:country-support,,['']
143,2,best-mesh-routers-australia,best,mesh routers,AU,proven intent family (ChatGPT/Perplexity fetches),Surf,Fetch,blocked:country-support,,['']
144,2,best-mesh-routers-malaysia,best,mesh routers,MY,proven intent family (ChatGPT/Perplexity fetches),Venture,Hue,blocked:country-support,,['']
145,2,best-mesh-routers-uk,best,mesh routers,UK,proven intent family (ChatGPT/Perplexity fetches),Buzz,Fetch,blocked:country-support,,['']
146,2,best-multi-cookers-australia,best,multi cookers,AU,proven intent family (ChatGPT/Perplexity fetches),Wave,Hue,blocked:country-support,,['']
147,2,best-multi-cookers-malaysia,best,multi cookers,MY,proven intent family (ChatGPT/Perplexity fetches),Buzz,Fetch,blocked:country-support,,['']
148,2,best-multi-cookers-uk,best,multi cookers,UK,proven intent family (ChatGPT/Perplexity fetches),Surf,Hue,blocked:country-support,,['']
149,2,best-noise-cancelling-headphones-australia,best,noise cancelling headphones,AU,proven intent family (ChatGPT/Perplexity fetches),Venture,Fetch,blocked:country-support,,['']
150,2,best-noise-cancelling-headphones-malaysia,best,noise cancelling headphones,MY,proven intent family (ChatGPT/Perplexity fetches),Surf,Hue,blocked:country-support,,['']
151,2,best-noise-cancelling-headphones-uk,best,noise cancelling headphones,UK,proven intent family (ChatGPT/Perplexity fetches),Wave,Fetch,blocked:country-support,,['']
152,2,best-oled-tvs-australia,best,oled tvs,AU,proven intent family (ChatGPT/Perplexity fetches),Buzz,Hue,blocked:country-support,,['']
153,2,best-oled-tvs-malaysia,best,oled tvs,MY,proven intent family (ChatGPT/Perplexity fetches),Surf,Fetch,blocked:country-support,,['']
154,2,best-oled-tvs-uk,best,oled tvs,UK,proven intent family (ChatGPT/Perplexity fetches),Venture,Hue,blocked:country-support,,['']
155,2,best-qled-tvs-australia,best,qled tvs,AU,proven intent family (ChatGPT/Perplexity fetches),Venture,Fetch,blocked:country-support,,['']
156,2,best-qled-tvs-malaysia,best,qled tvs,MY,proven intent family (ChatGPT/Perplexity fetches),Wave,Hue,blocked:country-support,,['']
157,2,best-qled-tvs-uk,best,qled tvs,UK,proven intent family (ChatGPT/Perplexity fetches),Buzz,Fetch,blocked:country-support,,['']
158,2,best-rice-cookers-australia,best,rice cookers,AU,proven intent family (ChatGPT/Perplexity fetches),Surf,Hue,blocked:country-support,,['']
159,2,best-rice-cookers-malaysia,best,rice cookers,MY,proven intent family (ChatGPT/Perplexity fetches),Venture,Fetch,blocked:country-support,,['']
160,2,best-rice-cookers-uk,best,rice cookers,UK,proven intent family (ChatGPT/Perplexity fetches),Wave,Hue,blocked:country-support,,['']
161,2,best-robot-vacuums-australia,best,robot vacuums,AU,proven intent family (ChatGPT/Perplexity fetches),Wave,Fetch,blocked:country-support,,['']
162,2,best-robot-vacuums-malaysia,best,robot vacuums,MY,proven intent family (ChatGPT/Perplexity fetches),Buzz,Hue,blocked:country-support,,['']
163,2,best-robot-vacuums-uk,best,robot vacuums,UK,proven intent family (ChatGPT/Perplexity fetches),Surf,Fetch,blocked:country-support,,['']
164,2,best-wireless-earbuds-australia,best,wireless earbuds,AU,proven intent family (ChatGPT/Perplexity fetches),Venture,Hue,blocked:country-support,,['']
165,2,best-wireless-earbuds-malaysia,best,wireless earbuds,MY,proven intent family (ChatGPT/Perplexity fetches),Buzz,Fetch,blocked:country-support,,['']
166,2,best-wireless-earbuds-uk,best,wireless earbuds,UK,proven intent family (ChatGPT/Perplexity fetches),Wave,Hue,blocked:country-support,,['']
167,2,cheapest-airpods-pro-3-australia,cheapest,airpods pro 3,AU,'cheapest X in country' = top ChatGPT pattern,Buzz,Fetch,blocked:country-support,,['']
168,2,cheapest-airpods-pro-3-malaysia,cheapest,airpods pro 3,MY,'cheapest X in country' = top ChatGPT pattern,Surf,Hue,blocked:country-support,,['']
169,2,cheapest-airpods-pro-3-uk,cheapest,airpods pro 3,UK,'cheapest X in country' = top ChatGPT pattern,Venture,Fetch,blocked:country-support,,['']
170,2,cheapest-dyson-v15-australia,cheapest,dyson v15,AU,'cheapest X in country' = top ChatGPT pattern,Surf,Hue,blocked:country-support,,['']
171,2,cheapest-dyson-v15-malaysia,cheapest,dyson v15,MY,'cheapest X in country' = top ChatGPT pattern,Wave,Fetch,blocked:country-support,,['']
172,2,cheapest-dyson-v15-uk,cheapest,dyson v15,UK,'cheapest X in country' = top ChatGPT pattern,Buzz,Hue,blocked:country-support,,['']
173,2,cheapest-ipad-air-australia,cheapest,ipad air,AU,'cheapest X in country' = top ChatGPT pattern,Surf,Fetch,blocked:country-support,,['']
174,2,cheapest-ipad-air-malaysia,cheapest,ipad air,MY,'cheapest X in country' = top ChatGPT pattern,Venture,Hue,blocked:country-support,,['']
175,2,cheapest-ipad-air-uk,cheapest,ipad air,UK,'cheapest X in country' = top ChatGPT pattern,Venture,Fetch,blocked:country-support,,['']
176,2,cheapest-iphone-16-australia,cheapest,iphone 16,AU,'cheapest X in country' = top ChatGPT pattern,Wave,Hue,blocked:country-support,,['']
177,2,cheapest-iphone-16-malaysia,cheapest,iphone 16,MY,'cheapest X in country' = top ChatGPT pattern,Buzz,Fetch,blocked:country-support,,['']
178,2,cheapest-iphone-16-uk,cheapest,iphone 16,UK,'cheapest X in country' = top ChatGPT pattern,Surf,Hue,blocked:country-support,,['']
179,2,cheapest-iphone-17-australia,cheapest,iphone 17,AU,'cheapest X in country' = top ChatGPT pattern,Venture,Fetch,blocked:country-support,,['']
180,2,cheapest-iphone-17-malaysia,cheapest,iphone 17,MY,'cheapest X in country' = top ChatGPT pattern,Wave,Hue,blocked:country-support,,['']
181,2,cheapest-iphone-17-uk,cheapest,iphone 17,UK,'cheapest X in country' = top ChatGPT pattern,Wave,Fetch,blocked:country-support,,['']
182,2,cheapest-lg-c5-oled-australia,cheapest,lg c5 oled,AU,'cheapest X in country' = top ChatGPT pattern,Buzz,Hue,blocked:country-support,,['']
183,2,cheapest-lg-c5-oled-malaysia,cheapest,lg c5 oled,MY,'cheapest X in country' = top ChatGPT pattern,Surf,Fetch,blocked:country-support,,['']
184,2,cheapest-lg-c5-oled-uk,cheapest,lg c5 oled,UK,'cheapest X in country' = top ChatGPT pattern,Venture,Hue,blocked:country-support,,['']
185,2,cheapest-macbook-air-m4-australia,cheapest,macbook air m4,AU,'cheapest X in country' = top ChatGPT pattern,Buzz,Fetch,blocked:country-support,,['']
186,2,cheapest-macbook-air-m4-malaysia,cheapest,macbook air m4,MY,'cheapest X in country' = top ChatGPT pattern,Wave,Hue,blocked:country-support,,['']
187,2,cheapest-macbook-air-m4-uk,cheapest,macbook air m4,UK,'cheapest X in country' = top ChatGPT pattern,Buzz,Fetch,blocked:country-support,,['']
188,2,cheapest-macbook-pro-australia,cheapest,macbook pro,AU,'cheapest X in country' = top ChatGPT pattern,Surf,Hue,blocked:country-support,,['']
189,2,cheapest-macbook-pro-malaysia,cheapest,macbook pro,MY,'cheapest X in country' = top ChatGPT pattern,Venture,Fetch,blocked:country-support,,['']
190,2,cheapest-macbook-pro-uk,cheapest,macbook pro,UK,'cheapest X in country' = top ChatGPT pattern,Surf,Fetch,blocked:country-support,,['']
191,2,cheapest-nintendo-switch-2-australia,cheapest,nintendo switch 2,AU,'cheapest X in country' = top ChatGPT pattern,Wave,Fetch,blocked:country-support,,['']
192,2,cheapest-nintendo-switch-2-malaysia,cheapest,nintendo switch 2,MY,'cheapest X in country' = top ChatGPT pattern,Buzz,Hue,blocked:country-support,,['']
193,2,cheapest-nintendo-switch-2-uk,cheapest,nintendo switch 2,UK,'cheapest X in country' = top ChatGPT pattern,Surf,Fetch,blocked:country-support,,['']
194,2,cheapest-pixel-10-australia,cheapest,pixel 10,AU,'cheapest X in country' = top ChatGPT pattern,Venture,Hue,blocked:country-support,,['']
195,2,cheapest-pixel-10-malaysia,cheapest,pixel 10,MY,'cheapest X in country' = top ChatGPT pattern,Venture,Fetch,blocked:country-support,,['']
196,2,cheapest-pixel-10-uk,cheapest,pixel 10,UK,'cheapest X in country' = top ChatGPT pattern,Wave,Hue,blocked:country-support,,['']
197,2,cheapest-ps5-australia,cheapest,ps5,AU,'cheapest X in country' = top ChatGPT pattern,Buzz,Fetch,blocked:country-support,,['']
198,2,cheapest-ps5-malaysia,cheapest,ps5,MY,'cheapest X in country' = top ChatGPT pattern,Surf,Hue,blocked:country-support,,['']
199,2,cheapest-ps5-uk,cheapest,ps5,UK,'cheapest X in country' = top ChatGPT pattern,Venture,Fetch,blocked:country-support,,['']
200,2,cheapest-rtx-5070-laptop-australia,cheapest,rtx 5070 laptop,AU,'cheapest X in country' = top ChatGPT pattern,Wave,Hue,blocked:country-support,,['']
201,2,cheapest-rtx-5070-laptop-malaysia,cheapest,rtx 5070 laptop,MY,'cheapest X in country' = top ChatGPT pattern,Wave,Fetch,blocked:country-support,,['']
202,2,cheapest-rtx-5070-laptop-uk,cheapest,rtx 5070 laptop,UK,'cheapest X in country' = top ChatGPT pattern,Buzz,Hue,blocked:country-support,,['']
203,2,cheapest-samsung-galaxy-s25-australia,cheapest,samsung galaxy s25,AU,'cheapest X in country' = top ChatGPT pattern,Surf,Hue,blocked:country-support,,['']
204,2,cheapest-samsung-galaxy-s25-malaysia,cheapest,samsung galaxy s25,MY,'cheapest X in country' = top ChatGPT pattern,Venture,Hue,blocked:country-support,,['']
205,2,cheapest-samsung-galaxy-s25-uk,cheapest,samsung galaxy s25,UK,'cheapest X in country' = top ChatGPT pattern,Buzz,Fetch,blocked:country-support,,['']
206,2,cheapest-samsung-oled-tv-65-australia,cheapest,samsung oled tv 65,AU,'cheapest X in country' = top ChatGPT pattern,Wave,Hue,blocked:country-support,,['']
207,2,cheapest-samsung-oled-tv-65-malaysia,cheapest,samsung oled tv 65,MY,'cheapest X in country' = top ChatGPT pattern,Buzz,Fetch,blocked:country-support,,['']
208,2,cheapest-samsung-oled-tv-65-uk,cheapest,samsung oled tv 65,UK,'cheapest X in country' = top ChatGPT pattern,Surf,Fetch,blocked:country-support,,['']
209,2,cheapest-sony-wh-1000xm6-australia,cheapest,sony wh-1000xm6,AU,'cheapest X in country' = top ChatGPT pattern,Venture,Fetch,blocked:country-support,,['']
210,2,cheapest-sony-wh-1000xm6-malaysia,cheapest,sony wh-1000xm6,MY,'cheapest X in country' = top ChatGPT pattern,Surf,Hue,blocked:country-support,,['']
211,2,cheapest-sony-wh-1000xm6-uk,cheapest,sony wh-1000xm6,UK,'cheapest X in country' = top ChatGPT pattern,Wave,Fetch,blocked:country-support,,['']
212,1,best-ultrabooks-us,best,ultrabooks,US,proven intent family (ChatGPT/Perplexity fetches),Reach,Hue,live,2026-09-01T14:12Z,['']
213,1,best-laptops-singapore,best,laptops,SG,proven intent family (ChatGPT/Perplexity fetches),Reach,Hue,live,2026-09-01T14:12Z,['']
214,1,best-headphones-singapore,best,headphones,SG,proven intent family (ChatGPT/Perplexity fetches),Reach,Hue,live,2026-09-01T14:12Z,['']
215,1,best-coffee-makers-singapore,best,coffee makers,SG,proven intent family (ChatGPT/Perplexity fetches),Reach,Hue,live,2026-09-01T14:12Z,['']
